symbol,name,sector,industry
GLRE,Greenlight Capital Re Ltd,FINANCIAL,INSURANCE
GNW,Genworth Financial Inc,FINANCIAL,INSURANCE
GOOD,Gladstone Commercial Corp,FINANCIAL,REIT
GPN,Global Payments Inc.,FINANCIAL,FINSPECIAL
GROW,U.S. Global Investors Inc,FINANCIAL,INVESTSVCE
GS,Goldman Sachs Group Inc (The),FINANCIAL,INVESTSVCE
GSBC,Great Southern Bancorp Inc,FINANCIAL,BANKSUSA
GTY,Getty Realty Corp.,FINANCIAL,REIT
HAFC,Hanmi Financial Corp,FINANCIAL,BANKSUSA
HALL,Hallmark Financial Services Inc,FINANCIAL,INSURANCE
HBAN,Huntington Bancshares Inc,FINANCIAL,BANKSUSA
HBCP,Home Bancorp Inc,FINANCIAL,BANKSUSA
HBMD,Howard Bancorp Inc,FINANCIAL,BANKSUSA
HBNC,Horizon Bancorp Inc,FINANCIAL,BANKSUSA
HCI,HCI Group Inc,FINANCIAL,INSURANCE
HDB,H D F C Bank Ltd,FINANCIAL,BANKSINTL
HFBL,Home Federal Bancorp/LA,FINANCIAL,BANKSUSA
HFWA,Heritage Financial Corp,FINANCIAL,BANKSUSA
HGBL,Heritage Global Inc,FINANCIAL,INVESTSVCE
HGSH,China HGS Real Estate Inc,FINANCIAL,REALESTATESVCE
HHC,Howard Hughes Corp (The),FINANCIAL,REALESTATESVCE
HIFS,Hingham Institution for Savings,FINANCIAL,BANKSUSA
HIG,Hartford Financial Services Group Inc. (The),FINANCIAL,INSURANCE
HIW,Highwoods Properties Inc.,FINANCIAL,REIT
HMG,HMG/Courtland Properties Inc.,FINANCIAL,REIT
HMN,Horace Mann Educators Corp,FINANCIAL,INSURANCE
HMNF,HMN Financial Inc,FINANCIAL,BANKSUSA
HNNA,Hennessy Advisors Inc,FINANCIAL,INVESTSVCE
HOMB,Home Bancshares Inc,FINANCIAL,BANKSUSA
HOPE,Hope Bancorp Inc,FINANCIAL,BANKSUSA
HPP,Hudson Pacific Properties Inc,FINANCIAL,REIT
HR,Healthcare Realty Trust Inc,FINANCIAL,REIT
HRZN,Horizon Technology Finance Corp,FINANCIAL,INVESTSVCE
HSBC,HSBC Holdings PLC,FINANCIAL,BANKSINTL
HST,Host Hotels & Resorts Inc,FINANCIAL,REIT
HT,Hersha Hospitality Trust,FINANCIAL,REIT
HTBK,Heritage Commerce Corp,FINANCIAL,BANKSUSA
HTGC,Hercules Capital Inc,FINANCIAL,INVESTSVCE
HTH,Hilltop Holdings Inc,FINANCIAL,BANKSMORTG
HTLF,Heartland Financial USA Inc,FINANCIAL,BANKSUSA
HWBK,Hawthorn Bancshares Inc,FINANCIAL,BANKSUSA
HWC,Hancock Whitney Corp,FINANCIAL,BANKSUSA
HX,Xiaobai Maimai Inc,FINANCIAL,FINSPECIAL
IBCP,Independent Bank Corp,FINANCIAL,BANKSUSA
IBKR,Interactive Brokers Group Inc,FINANCIAL,INVESTSVCE
IBN,Icici Bank Ltd,FINANCIAL,BANKSINTL
IBOC,International Bancshares Corp,FINANCIAL,BANKSUSA
ICE,Intercontinental Exchange Inc,FINANCIAL,INVESTSVCE
IGC,India Globalization Capital Inc,FINANCIAL,FINSPECIAL
IHT,InnSuites Hospitality Trust,FINANCIAL,REIT
INBK,First Internet Bancorp,FINANCIAL,BANKSUSA
INDB,Independent Bank Corp.,FINANCIAL,BANKSUSA
INDT,INDUS Realty Trust Inc,FINANCIAL,REALESTATESVCE
ING,ING Groep NV,FINANCIAL,BANKSINTL
INN,Summit Hotel Properties Inc,FINANCIAL,REIT
IOR,Income Opportunity Realty Investors Inc.,FINANCIAL,REALESTATESVCE
IRCP,IRSA Propiedades Comerciales SA,FINANCIAL,REALESTATESVCE
IRM,Iron Mountain Inc,FINANCIAL,REIT
ISBC,Investors Bancorp Inc,FINANCIAL,BANKSUSA
ITIC,Investors Title Co,FINANCIAL,INSURANCE
IVR,Invesco Mortgage Capital Inc,FINANCIAL,REIT
IVZ,Invesco Ltd,FINANCIAL,INVESTSVCE
IX,Orix Corp,FINANCIAL,INVESTSVCE
JEF,Jefferies Financial Group Inc,FINANCIAL,INVESTSVCE
JHG,Janus Henderson Group PLC,FINANCIAL,INVESTSVCE
JKHY,Henry (Jack) & Associates Inc,FINANCIAL,FINSOFTW
JLL,Jones Lang LaSalle Inc,FINANCIAL,REALESTATESVCE
JMP,JMP Group LLC,FINANCIAL,INVESTSVCE
JOE,St. Joe Co (The),FINANCIAL,REALESTATESVCE
JPM,JPMorgan Chase & Co,FINANCIAL,BANKSUSA
JRJC,China Finance Online Co Ltd,FINANCIAL,INVESTSVCE
KB,KB Financial Group Inc,FINANCIAL,BANKSINTL
KEY,KeyCorp,FINANCIAL,BANKSUSA
KFFB,Kentucky First Federal Bancorp,FINANCIAL,BANKSUSA
KIM,Kimco Realty Corp,FINANCIAL,REIT
KINS,Kingstone Cos Inc,FINANCIAL,INSURANCE
KKR,KKR & Co Inc,FINANCIAL,INVESTSVCE
KMPR,Kemper Corp,FINANCIAL,INSURANCE
KRC,Kilroy Realty Corp,FINANCIAL,REIT
KRG,Kite Realty Group Trust,FINANCIAL,REIT
KRNY,Kearny Financial Corp,FINANCIAL,BANKSUSA
KW,Kennedy-Wilson Holdings Inc,FINANCIAL,REALESTATESVCE
L,Loews Corp,FINANCIAL,INSURANCE
LAMR,Lamar Advertising Co,FINANCIAL,REIT
LARK,Landmark Bancorp Inc,FINANCIAL,BANKSUSA
LAZ,Lazard Ltd,FINANCIAL,INVESTSVCE
LBAI,Lakeland Bancorp Inc,FINANCIAL,BANKSUSA
LBC,Luther Burbank Corp,FINANCIAL,BANKSUSA
LCNB,LCNB Corp,FINANCIAL,BANKSUSA
LFC,China Life Insurance Co Ltd,FINANCIAL,INSURANCE
LKFN,Lakeland Financial Corp,FINANCIAL,BANKSUSA
LMST,Limestone Bancorp Inc,FINANCIAL,BANKSUSA
LNC,Lincoln National Corp,FINANCIAL,INSURANCE
LOAN,Manhattan Bridge Capital,FINANCIAL,REIT
LODE,Comstock Mining Inc,FINANCIAL,REALESTATESVCE
LPLA,LPL Financial Holdings Inc,FINANCIAL,INVESTSVCE
LSBK,Lake Shore Bancorp Inc,FINANCIAL,BANKSUSA
LSI,Life Storage Inc,FINANCIAL,REIT
LTC,LTC Properties Inc.,FINANCIAL,REIT
LXP,Lexington Realty Trust,FINANCIAL,REIT
LYG,Lloyds Banking Group PLC,FINANCIAL,BANKSINTL
MA,Mastercard Inc,FINANCIAL,FINSPECIAL
MAA,Mid-America Apartment Communities Inc,FINANCIAL,REIT
MAC,Macerich Co (The),FINANCIAL,REIT
MAIN,Main Street Capital Corp,FINANCIAL,INVESTSVCE
MARPS,Marine Petroleum Trust,FINANCIAL,INVESTSVCE
MAYS,J. W. Mays Inc,FINANCIAL,REALESTATESVCE
MBCN,Middlefield Banc Corp,FINANCIAL,BANKSUSA
MBI,MBIA Inc.,FINANCIAL,INSURANCE
MBWM,Mercantile Bank Corp,FINANCIAL,BANKSUSA
MCBC,Macatawa Bank Corp,FINANCIAL,BANKSUSA
MCY,Mercury General Corp,FINANCIAL,INSURANCE
MET,Metlife Inc.,FINANCIAL,INSURANCE
MFA,MFA Financial Inc,FINANCIAL,REIT
MFC,Manulife Financial Corp,FINANCIAL,INSURANCE
MFG,Mizuho Financial Group Inc,FINANCIAL,BANKSINTL
MFIN,Medallion Financial Corp.,FINANCIAL,FINSPECIAL
MFNC,MacKinac Financial Corp,FINANCIAL,BANKSUSA
MGI,MoneyGram International Inc,FINANCIAL,FINSPECIAL
MGRC,McGrath RentCorp,FINANCIAL,FINSPECIAL
MGYR,Magyar Bancorp Inc,FINANCIAL,BANKSUSA
MHLD,Maiden Holdings Ltd,FINANCIAL,INSURANCE
MKL,Markel Corp,FINANCIAL,INSURANCE
MKTX,MarketAxess Holdings Inc,FINANCIAL,INVESTSVCE
MLP,Maui Land & Pineapple Co Inc.,FINANCIAL,REALESTATESVCE
MLVF,Malvern Bancorp Inc,FINANCIAL,BANKSUSA
MMAC,MMA Capital Holdings Inc,FINANCIAL,INVESTSVCE
MNR,Monmouth Real Estate Investment Corp,FINANCIAL,REIT
MOFG,MidWestOne Financial Group Inc,FINANCIAL,BANKSUSA
MPB,Mid Penn Bancorp Inc,FINANCIAL,BANKSUSA
MPW,Medical Properties Trust Inc,FINANCIAL,REIT
MRLN,Marlin Business Services Corp,FINANCIAL,FINSPECIAL
MS,Morgan Stanley,FINANCIAL,INVESTSVCE
MTB,M&T Bank Corp,FINANCIAL,BANKSUSA
MTG,MGIC Investment Corp,FINANCIAL,INSURANCE
MTR,Mesa Royalty Trust,FINANCIAL,INVESTSVCE
MUFG,Mitsubishi UFJ Financial Group,FINANCIAL,BANKSINTL
MVBF,MVB Financial Corp,FINANCIAL,BANKSUSA
MVO,MV Oil Trust,FINANCIAL,INVESTSVCE
NBN,Northeast Bank,FINANCIAL,BANKSUSA
NBTB,NBT Bancorp Inc,FINANCIAL,BANKSUSA
NDAQ,Nasdaq Inc,FINANCIAL,INVESTSVCE
NEN,New England Realty Associates LP,FINANCIAL,REALESTATESVCE
NETE,Net Element Inc,FINANCIAL,FINSPECIAL
NEWT,Newtek Business Services Corp,FINANCIAL,INVESTSVCE
NFBK,Northfield Bancorp Inc,FINANCIAL,BANKSUSA
NHI,National Health Investors Inc.,FINANCIAL,REIT
NICK,Nicholas Financial Inc,FINANCIAL,FINSPECIAL
NKSH,National Bankshares Inc,FINANCIAL,BANKSUSA
NLY,Annaly Capital Management Inc,FINANCIAL,REIT
NMR,Nomura Holdings Inc,FINANCIAL,INVESTSVCE
NNI,Nelnet Inc.,FINANCIAL,FINSPECIAL
NNN,National Retail Properties Inc,FINANCIAL,REIT
NOAH,Noah Holdings Ltd,FINANCIAL,INVESTSVCE
NRIM,Northrim BanCorp Inc,FINANCIAL,BANKSUSA
NRT,North European Oil Royalty Trust,FINANCIAL,INVESTSVCE
NSEC,National Security Group Inc,FINANCIAL,INSURANCE
NTP,Nam Tai Property Inc,FINANCIAL,REALESTATESVCE
NTRS,Northern Trust Corp,FINANCIAL,INVESTSVCE
NWBI,Northwest Bancshares Inc,FINANCIAL,BANKSUSA
NWFL,Norwood Financial Corp.,FINANCIAL,BANKSUSA
NWG,NatWest Group plc,FINANCIAL,BANKSINTL
NWLI,National Western Life Group Inc,FINANCIAL,INSURANCE
NYCB,New York Community Bancorp Inc.,FINANCIAL,BANKSUSA
NYMT,New York Mortgage Trust Inc,FINANCIAL,REIT
O,Realty Income Corp.,FINANCIAL,REIT
OBAS,Optibase Ltd,FINANCIAL,REALESTATESVCE
OCFC,OceanFirst Financial Corp.,FINANCIAL,BANKSUSA
OCN,Ocwen Financial Corp,FINANCIAL,BANKSMORTG
OCSL,Oaktree Specialty Lending Corp,FINANCIAL,INVESTSVCE
OFC,Corporate Office Properties Trust,FINANCIAL,REIT
OFED,Oconee Federal Financial Corp,FINANCIAL,BANKSUSA
OFG,OFG Bancorp,FINANCIAL,BANKSUSA
OHI,Omega Healthcare Investors Inc.,FINANCIAL,REIT
OLP,One Liberty Properties Inc.,FINANCIAL,REIT
ONB,Old National Bancorp,FINANCIAL,BANKSUSA
OPBK,OP Bancorp,FINANCIAL,BANKSUSA
OPHC,OptimumBank Holdings Inc,FINANCIAL,BANKSUSA
OPI,Office Properties Income Trust,FINANCIAL,REIT
OPOF,Old Point Financial Corp,FINANCIAL,BANKSUSA
OPY,Oppenheimer Holdings Inc,FINANCIAL,INVESTSVCE
ORI,Old Republic International Corp,FINANCIAL,INSURANCE
ORRF,Orrstown Financial Services Inc,FINANCIAL,BANKSUSA
OSBC,Old Second Bancorp Inc,FINANCIAL,BANKSUSA
OVBC,Ohio Valley Banc Corp.,FINANCIAL,BANKSUSA
OVLY,Oak Valley Bancorp,FINANCIAL,BANKSUSA
OZK,Bank OZK,FINANCIAL,BANKSUSA
PACW,PacWest Bancorp,FINANCIAL,BANKSUSA
PAYS,Paysign Inc,FINANCIAL,FINSPECIAL
PB,Prosperity Bancshares Inc,FINANCIAL,BANKSUSA
PBCT,People's United Financial Inc,FINANCIAL,BANKSUSA
PBHC,Pathfinder Bancorp Inc,FINANCIAL,BANKSUSA
PBIP,Prudential Bancorp Inc,FINANCIAL,BANKSUSA
PBT,Permian Basin Royalty Trust,FINANCIAL,INVESTSVCE
PCH,PotlatchDeltic Corp,FINANCIAL,REIT
PCYO,Pure Cycle Corp,FINANCIAL,REALESTATESVCE
PDM,Piedmont Office Realty Trust Inc,FINANCIAL,REIT
PEAK,Healthpeak Properties Inc,FINANCIAL,REIT
PEB,Pebblebrook Hotel Trust,FINANCIAL,REIT
PEBK,Peoples Bancorp of North Carolina Inc.,FINANCIAL,BANKSUSA
PEBO,Peoples Bancorp Inc,FINANCIAL,BANKSUSA
PEI,Pennsylvania Real Estate Investment Trust,FINANCIAL,REIT
PFBC,Preferred Bank of Los Angeles,FINANCIAL,BANKSUSA
PFBI,Premier Financial Bancorp Inc,FINANCIAL,BANKSUSA
PFC,Premier Financial Corp,FINANCIAL,BANKSUSA
PFG,Principal Financial Group Inc.,FINANCIAL,INVESTSVCE
PFIS,Penseco Financial Services Corp,FINANCIAL,BANKSUSA
PFS,Provident Financial Services Inc.,FINANCIAL,BANKSUSA
PGC,Peapack-Gladstone Financial Corp,FINANCIAL,BANKSUSA
PGR,Progressive Corp (The),FINANCIAL,INSURANCE
PIPR,Piper Sandler Cos,FINANCIAL,INVESTSVCE
PKBK,Parke Bancorp Inc,FINANCIAL,BANKSUSA
PLBC,Plumas Bancorp,FINANCIAL,BANKSUSA
PLD,ProLogis Inc,FINANCIAL,REIT
PMBC,Pacific Mercantile Bancorp,FINANCIAL,BANKSUSA
PMT,PennyMac Mortgage Investment Trust,FINANCIAL,REIT
PNBK,Patriot National Bancorp Inc,FINANCIAL,BANKSUSA
PNC,The PNC Financial Services Group Inc,FINANCIAL,BANKSUSA
PNFP,Pinnacle Financial Partners Inc,FINANCIAL,BANKSUSA
PNNT,PennantPark Investment Corp,FINANCIAL,INVESTSVCE
PPBI,Pacific Premier Bancorp Inc,FINANCIAL,BANKSUSA
PRA,ProAssurance Corp,FINANCIAL,INSURANCE
PRAA,PRA Group Inc,FINANCIAL,FINSPECIAL
PRI,Primerica Inc,FINANCIAL,INSURANCE
PRK,Park National Corp,FINANCIAL,BANKSUSA
PROV,Provident Financial Holdings Inc,FINANCIAL,BANKSUSA
PRU,Prudential Financial Inc,FINANCIAL,INSURANCE
PSA,Public Storage,FINANCIAL,REIT
PSB,PS Business Parks Inc.,FINANCIAL,REIT
PSEC,Prospect Capital Corp,FINANCIAL,INVESTSVCE
PTMN,Portman Ridge Finance Corp,FINANCIAL,INVESTSVCE
PTVCB,Protective Insurance Corp,FINANCIAL,INSURANCE
PUK,Prudential PLC,FINANCIAL,INSURANCE
PW,Power REIT,FINANCIAL,REIT
PWOD,Penns Woods Bancorp Inc,FINANCIAL,BANKSUSA
PZN,Pzena Investment Management Inc,FINANCIAL,INVESTSVCE
QCRH,QCR Holdings Inc,FINANCIAL,BANKSUSA
RAND,Rand Capital Corp,FINANCIAL,INVESTSVCE
RBCAA,Republic Bancorp Inc,FINANCIAL,BANKSUSA
RDN,Radian Group Inc,FINANCIAL,INSURANCE
RE,Everest Re Group Ltd,FINANCIAL,INSURANCE
REG,Regency Centers Corp.,FINANCIAL,REIT
RF,Regions Financial Corp,FINANCIAL,BANKSUSA
RGA,Reinsurance Group of America Inc.,FINANCIAL,INSURANCE
RHP,Ryman Hospitality Properties Inc,FINANCIAL,REIT
RIOT,Riot Blockchain Inc,FINANCIAL,FINSPECIAL
RIVE,Riverview Financial Corp,FINANCIAL,BANKSUSA
RJF,Raymond James Financial Inc.,FINANCIAL,INVESTSVCE
RLI,RLI Corp,FINANCIAL,INSURANCE
RNR,RenaissanceRe Holdings Ltd,FINANCIAL,INSURANCE
RNST,Renasant Corp,FINANCIAL,BANKSUSA
ROIC,Retail Opportunity Investments Corp,FINANCIAL,REIT
RP,RealPage Inc,FINANCIAL,REALESTATESVCE
RPT,RPT Realty,FINANCIAL,REIT
RVSB,Riverview Bancorp Inc,FINANCIAL,BANKSUSA
RWT,Redwood Trust Inc.,FINANCIAL,REIT
RY,Royal Bank of Canada,FINANCIAL,BANKSINTL
RYN,Rayonier Inc.,FINANCIAL,REIT
SAFT,Safety Insurance Group Inc,FINANCIAL,INSURANCE
SAL,Salisbury Bancorp Inc,FINANCIAL,BANKSUSA
SAN,Banco Santander SA,FINANCIAL,BANKSINTL
SAR,Saratoga Investment Corp,FINANCIAL,INVESTSVCE
SASR,Sandy Spring Bancorp Inc,FINANCIAL,BANKSUSA
SBAC,SBA Communications Corp,FINANCIAL,REIT
SBCF,Seacoast Banking Corp of Florida,FINANCIAL,BANKSUSA
SBFG,SB Financial Group Inc,FINANCIAL,BANKSUSA
SBNY,Signature Bank,FINANCIAL,BANKSUSA
SBR,Sabine Royalty Trust,FINANCIAL,INVESTSVCE
SBRA,Sabra Health Care REIT Inc,FINANCIAL,REIT
SBSI,Southside Bancshares Inc,FINANCIAL,BANKSUSA
SBT,Sterling Bancorp Inc,FINANCIAL,BANKSUSA
SCHW,Schwab (Charles) Corp,FINANCIAL,INVESTSVCE
SCU,Sculptor Capital Management Inc,FINANCIAL,INVESTSVCE
SEIC,SEI Investments Co,FINANCIAL,INVESTSVCE
SF,Stifel Financial Corp.,FINANCIAL,INVESTSVCE
SFBC,Sound Financial Bancorp Inc,FINANCIAL,BANKSUSA
SFE,Safeguard Scientifics Inc.,FINANCIAL,INVESTSVCE
SFNC,Simmons First National Corp,FINANCIAL,BANKSUSA
SFST,Southern First Bankshares Inc,FINANCIAL,BANKSUSA
SGOC,SGOCO Group Ltd,FINANCIAL,BANKSMORTG
SHBI,Shore Bancshares Inc,FINANCIAL,BANKSUSA
SHG,Shinhan Financial Group Co Ltd,FINANCIAL,BANKSINTL
SHO,Sunstone Hotel Investors Inc,FINANCIAL,REIT
SIEB,Siebert Financial Corp.,FINANCIAL,INVESTSVCE
SIGI,Selective Insurance Group Inc,FINANCIAL,INSURANCE
SITC,Site Centers Corp,FINANCIAL,REIT
SIVB,SVB Financial Group,FINANCIAL,BANKSUSA
SJT,San Juan Basin Royalty Trust,FINANCIAL,INVESTSVCE
SKT,Tanger Factory Outlet Centers Inc.,FINANCIAL,REIT
SLCT,Select Bancorp Inc,FINANCIAL,BANKSUSA
SLF,Sun Life Financial Inc,FINANCIAL,INSURANCE
SLG,SL Green Realty Corp,FINANCIAL,REIT
SLM,SLM Corp,FINANCIAL,FINSPECIAL
SLRC,SLR Investment Corp,FINANCIAL,INVESTSVCE
SMBC,Southern Missouri Bancorp Inc,FINANCIAL,BANKSUSA
SMBK,SmartFinancial Inc,FINANCIAL,BANKSUSA
SMFG,Sumitomo Mitsui Financial Group Inc,FINANCIAL,BANKSINTL
SMMF,Summit Financial Group Inc,FINANCIAL,BANKSUSA
SNEX,Stonex Group Inc,FINANCIAL,INVESTSVCE
SNFCA,Security National Financial Corp,FINANCIAL,BANKSMORTG
SNV,Synovus Financial Corp.,FINANCIAL,BANKSUSA
SOHO,Sotherly Hotels Inc,FINANCIAL,REIT
SPG,Simon Property Group Inc.,FINANCIAL,REIT
SPNS,Sapiens International Corp NV,FINANCIAL,FINSOFTW
SRCE,1st Source Corp,FINANCIAL,BANKSUSA
SRL,Scully Royalty Ltd,FINANCIAL,INVESTSVCE
SSB,South State Corp,FINANCIAL,BANKSUSA
SSBI,Summit State Bank,FINANCIAL,BANKSUSA
SSNC,SS&C Technologies Holdings Inc,FINANCIAL,FINSOFTW
STAR,iStar Inc,FINANCIAL,REIT
STBA,S&T Bancorp Inc,FINANCIAL,BANKSUSA
STC,Stewart Information Services Corp,FINANCIAL,INSURANCE
STFC,State Auto Financial Corp,FINANCIAL,INSURANCE
STL,Sterling Bancorp,FINANCIAL,BANKSUSA
STND,Standard AVB Financial Corp,FINANCIAL,BANKSUSA
STRS,Stratus Properties Inc,FINANCIAL,REALESTATESVCE
STT,State Street Corporation,FINANCIAL,INVESTSVCE
STWD,Starwood Property Trust Inc,FINANCIAL,REIT
SUI,Sun Communities Inc.,FINANCIAL,REIT
SUNS,SLR Senior Investment Corp,FINANCIAL,INVESTSVCE
SVBI,Severn Bancorp Inc,FINANCIAL,BANKSUSA
SVC,SERVICE PROPERTIES TRUST,FINANCIAL,REIT
SWKH,SWK Holdings Corp,FINANCIAL,INVESTSVCE
SYBT,Stock Yards Bancorp Inc,FINANCIAL,BANKSUSA
TBBK,Bancorp Inc (The),FINANCIAL,BANKSUSA
TBNK,Territorial Bancorp Inc,FINANCIAL,BANKSUSA
TCBI,Texas Capital Bancshares Inc,FINANCIAL,BANKSUSA
TCBK,TriCo Bancshares,FINANCIAL,BANKSUSA
TCF,TCF Financial Corp,FINANCIAL,BANKSUSA
TCFC,The Community Financial Corporation,FINANCIAL,BANKSUSA
TCI,Transcontinental Realty Investors Inc.,FINANCIAL,REALESTATESVCE
TD,Toronto-Dominion Bank (The),FINANCIAL,BANKSINTL
TFC,Truist Financial Corp,FINANCIAL,BANKSUSA
TFSL,TFS Financial Corp,FINANCIAL,BANKSUSA
THFF,First Financial Corp/IN,FINANCIAL,BANKSUSA
THG,Hanover Insurance Group Inc (The),FINANCIAL,INSURANCE
TIPT,Tiptree Inc,FINANCIAL,INSURANCE
TMP,Tompkins Financial Corp,FINANCIAL,BANKSUSA
TOWN,Townebank,FINANCIAL,BANKSUSA
TPL,Texas Pacific Land Corp,FINANCIAL,INVESTSVCE
TRC,Tejon Ranch Co.,FINANCIAL,REALESTATESVCE
TRMK,Trustmark Corp,FINANCIAL,BANKSUSA
TRNO,Terreno Realty Corp,FINANCIAL,REIT
TROW,T. Rowe Price Group Inc,FINANCIAL,INVESTSVCE
TRST,TrustCo Bank Corp NY,FINANCIAL,BANKSUSA
TRTN,Triton International Ltd,FINANCIAL,FINSPECIAL
TRV,Travelers Companies Inc (The),FINANCIAL,INSURANCE
TSBK,Timberland Bancorp Inc,FINANCIAL,BANKSUSA
TWO,Two Harbors Investment Corp,FINANCIAL,REIT
UBA,Urstadt Biddle Properties Inc.,FINANCIAL,REIT
UBCP,United Bancorp Inc,FINANCIAL,BANKSUSA
UBFO,United Security Bancshares,FINANCIAL,BANKSUSA
UBOH,United Bancshares Inc/OH,FINANCIAL,BANKSUSA
UBSI,United Bankshares Inc,FINANCIAL,BANKSUSA
UCBI,United Community Banks Inc,FINANCIAL,BANKSUSA
UDR,UDR Inc,FINANCIAL,REIT
UEPS,Net 1 Ueps Technologies Inc,FINANCIAL,FINSPECIAL
UFCS,United Fire Group Inc,FINANCIAL,INSURANCE
UHT,Universal Health Realty Income Trust,FINANCIAL,REIT
UIHC,United Insurance Holdings Corp,FINANCIAL,INSURANCE
UMBF,UMB Financial Corp,FINANCIAL,BANKSUSA
UMH,UMH Properties Inc,FINANCIAL,REIT
UMPQ,Umpqua Holdings Corp,FINANCIAL,BANKSUSA
UNAM,Unico American Corp,FINANCIAL,INSURANCE
UNB,Union Bankshares Inc,FINANCIAL,BANKSUSA
UNM,Unum Group,FINANCIAL,INSURANCE
UNTY,Unity Bancorp Inc,FINANCIAL,BANKSUSA
USAT,USA Technologies Inc,FINANCIAL,FINSPECIAL
USB,U.S. Bancorp,FINANCIAL,BANKSUSA
USIO,Usio Inc,FINANCIAL,FINSPECIAL
UVE,Universal Insurance Holdings,FINANCIAL,INSURANCE
UVSP,Univest Financial Corp,FINANCIAL,BANKSUSA
V,Visa Inc,FINANCIAL,FINSPECIAL
VABK,Virginia National Bankshares Corp,FINANCIAL,BANKSUSA
VBFC,Village Bank and Trust Financial Corp,FINANCIAL,BANKSUSA
VLY,Valley National Bancorp,FINANCIAL,BANKSUSA
VNO,Vornado Realty Trust,FINANCIAL,REIT
VRTS,Virtus Investment Partners Inc,FINANCIAL,INVESTSVCE
VTR,Ventas Inc.,FINANCIAL,REIT
VWTR,Vidler Water Resources Inc,FINANCIAL,REALESTATESVCE
WABC,Westamerica Bancorporation,FINANCIAL,BANKSUSA
WAFD,Washington Federal Inc.,FINANCIAL,BANKSUSA
WAL,Western Alliance Bancorporation,FINANCIAL,BANKSUSA
WASH,Washington Trust Bancorp Inc,FINANCIAL,BANKSUSA
WBK,Westpac Banking Corp,FINANCIAL,BANKSINTL
WBS,Webster Financial Corp,FINANCIAL,BANKSUSA
WD,Walker & Dunlop Inc,FINANCIAL,BANKSMORTG
WDR,Waddell & Reed Financial Inc.,FINANCIAL,INVESTSVCE
WELL,Welltower Inc,FINANCIAL,REIT
WETF,Wisdomtree Investments Inc,FINANCIAL,INVESTSVCE
WEX,WEX Inc,FINANCIAL,FINSPECIAL
WF,Woori Financial Group Inc,FINANCIAL,BANKSINTL
WFC,Wells Fargo & Co,FINANCIAL,BANKSUSA
WHG,Westwood Holdings Group Inc.,FINANCIAL,INVESTSVCE
WLFC,Willis Lease Finance Corp,FINANCIAL,FINSPECIAL
WNEB,Western New England Bancorp Inc,FINANCIAL,BANKSUSA
WPC,W. P. Carey Inc,FINANCIAL,REIT
WRB,Berkley (W.R.) Corp,FINANCIAL,INSURANCE
WRE,Washington Real Estate Investment Trust,FINANCIAL,REIT
WRI,Weingarten Realty Investors,FINANCIAL,REIT
WRLD,World Acceptance Corp,FINANCIAL,FINSPECIAL
WSBC,WesBanco Inc,FINANCIAL,BANKSUSA
WSBF,Waterstone Financial Inc,FINANCIAL,BANKSMORTG
WSFS,WSFS Financial Corp,FINANCIAL,BANKSUSA
WSR,Whitestone REIT,FINANCIAL,REIT
WTBA,West Bancorporation Inc,FINANCIAL,BANKSUSA
WTFC,Wintrust Financial Corp.,FINANCIAL,BANKSUSA
WTM,White Mountains Insurance Group Ltd,FINANCIAL,INVESTSVCE
WU,Western Union Co,FINANCIAL,FINSPECIAL
WVFC,WVS Financial Corp.,FINANCIAL,BANKSUSA
WY,Weyerhaeuser Co,FINANCIAL,REIT
XIN,Xinyuan Real Estate Co Ltd,FINANCIAL,REALESTATESVCE
Y,Alleghany Corp,FINANCIAL,INSURANCE
ZION,Zions Bancorporation NA,FINANCIAL,BANKSUSA
A,Agilent Technologies Inc,HEALTHCARE,HCAREMISC
ABC,AmerisourceBergen Corp,HEALTHCARE,HCARESUPPORT
ABCM,ABCAM,HEALTHCARE,HCAREMISC
ABEO,Abeona Therapeutics Inc,HEALTHCARE,BIOPHARMASYS
ABIO,ARCA biopharma Inc,HEALTHCARE,BIOPHARMASYS
ABMD,ABIOMED Inc,HEALTHCARE,MEDDEVICESGEN
ABT,Abbott Laboratories,HEALTHCARE,MEDDEVICESGEN
ACAD,Acadia Pharmaceuticals Inc,HEALTHCARE,BIOPHARMASYS
ACHC,Acadia Healthcare Co Inc,HEALTHCARE,PATIENTCARE
ACHV,Achieve Life Sciences Inc,HEALTHCARE,BIOPHARMAOTHER
ACOR,Acorda Therapeutics Inc,HEALTHCARE,BIOPHARMASYS
ACRX,AcelRx Pharmaceuticals Inc,HEALTHCARE,BIOPHARMAOTHER
ADMP,Adamis Pharmaceuticals Corp,HEALTHCARE,HCARESUPPORT
ADUS,Addus HomeCare Corp,HEALTHCARE,PATIENTCARE
ADXS,Advaxis Inc,HEALTHCARE,BIOPHARMANONSYS
AEMD,Aethlon Medical Inc,HEALTHCARE,MEDDEVICESOTHER
AEZS,AEterna Zentaris Inc,HEALTHCARE,BIOPHARMASYS
AGEN,Agenus Inc/DE,HEALTHCARE,BIOPHARMANONSYS
AHPI,Allied Healthcare Products Inc,HEALTHCARE,MEDDEVICESOTHER
AIKI,Alkido Pharma Inc,HEALTHCARE,BIOPHARMANONSYS
AIM,Aim Immunotech Inc,HEALTHCARE,BIOPHARMASYS
