symbol,status (HTTP code),size (kB),speed (kB/s),time
AKAM,200,9577,33.412704643036285,0.28662749999784864
AKO-A,200,14003,44.53512114178034,0.3144259999971837
AKR,200,14642,37.982206313820214,0.3854963000048883
ALB,200,14891,38.9917908037704,0.3819008999853395
ALBO,200,10498,32.61097142796587,0.3219161999877542
ALCO,200,14276,36.43502335799666,0.39182079999591224
ALE,200,14520,34.30299943272666,0.4232866000093054
ALG,200,14569,37.18592708500865,0.3917879999789875
ALGN,200,9891,30.095709285427372,0.32865149999270216
ALGT,200,14361,38.64392933064153,0.37162369998986833
ALIM,200,8534,30.870438570622802,0.2764457000012044
ALJJ,200,8231,28.259071589482843,0.29126929998164997
ALK,200,14236,46.435104361647895,0.30657840002095327
ALKS,200,9467,31.816832906906324,0.29754690002300777
ALL,200,14876,35.038983105481904,0.4245557000103872
ALLT,200,8699,25.385221243097476,0.3426796999992803
ALNY,200,9611,31.03106367310601,0.3097219000046607
ALOT,200,13588,49.08945349896335,0.27680079999845475
ALRN,200,8591,31.05560873477972,0.2766327999997884
ALRS,200,13907,36.143914480705526,0.3847673999844119
ALSK,200,13601,16.682254023888234,0.8152974999975413
ALT,200,12207,40.677186684914794,0.30009450000943616
ALTO,200,8978,31.435541208596185,0.28560030000517145
ALV,200,14340,39.21595438379266,0.3656675000092946
ALX,200,14584,36.324934811335254,0.4014872999978252
ALXN,200,10175,34.14779029278491,0.2979695000103675
AMAT,200,15027,43.09418978572576,0.34870129998307675
AMD,200,9223,32.98111283255196,0.2796449000015855
AME,200,14817,33.63398946412804,0.44053650001296774
AMED,200,9567,30.481490946814862,0.3138625999854412
AMEH,200,8087,24.651902757314936,0.32804769999347627
AMG,200,15011,42.25005242168431,0.3552895000029821
AMGN,200,15202,43.42196628148772,0.35009930000524037
AMKR,200,14397,34.97886496051707,0.41159140001400374
AMN,200,9089,29.179369170973967,0.31148719997145236
AMNB,200,14277,45.92537360192616,0.3108738999872003
AMOT,200,14258,32.38752728204171,0.4402311999874655
AMP,200,15103,35.53019219366877,0.42507510000723414
AMPE,200,8625,26.557599352834494,0.32476580000366084
AMPG,200,8661,30.141960596933707,0.2873402999830432
AMRB,200,13977,40.895158356237594,0.3417763999896124
AMRC,200,8655,25.474906112726973,0.3397461000131443
AMRN,200,8815,29.24102700310196,0.30145999998785555
AMRS,200,8696,28.262129299814827,0.30769089999375865
AMRX,200,9251,33.6857513747622,0.27462650000234134
AMS,200,8147,25.57972761768076,0.3184944000095129
AMSC,200,8452,28.256888955327735,0.29911289998563007
AMSF,200,14529,42.06366439396889,0.34540500000002794
AMSWA,200,14236,53.09857962491371,0.26810509999631904
AMT,200,15082,57.42367148170917,0.26264430000446737
AMWD,200,9411,30.862142863819052,0.30493670000578277
AMX,200,14661,54.48634329377686,0.2690766000014264
AMZN,200,10741,38.507814135236934,0.27893040000344627
AN,200,9467,33.537824196775595,0.28227830000105314
ANAT,200,14622,41.91083843143289,0.3488835000025574
ANDE,200,14556,50.69339481112993,0.28713800001423806
ANF,200,14271,50.97062411968411,0.27998479999951087
ANGO,200,9199,30.118627907755833,0.3054256000032183
ANIK,200,9133,30.58801464454811,0.2985809999809135
ANIP,200,10297,35.66342208407357,0.2887271999788936
ANIX,200,8364,30.737942138730528,0.2721066999947652
ANSS,200,9743,32.19143977960199,0.3026581000012811
ANTE,200,8537,28.306819797994173,0.30158810000284575
ANTM,200,15114,41.67145720093289,0.362694300012663
ANY,200,8427,31.563228147745352,0.26698789998772554
AON,200,14993,39.68480844435113,0.3778020000027027
AOS,200,14683,54.62594268792192,0.26879170001484454
AOSL,200,8719,32.821097354771815,0.265652299975045
AP,200,11955,43.682051664203435,0.2736822000006214
APA,200,14814,55.98793919913429,0.2645926999975927
APD,200,15185,44.44214209482083,0.34168020001379773
APDN,200,10501,32.55385134150424,0.32257320001372136
APEI,200,9185,32.094220384426634,0.286188600002788
APEN,200,9602,33.43371805631848,0.28719509998336434
APH,200,14893,39.125468414276405,0.38064719998510554
APOG,200,14481,46.286174555565715,0.3128580000193324
APPS,200,8410,24.868648588821745,0.33817679999629036
APT,200,8235,24.329972931349246,0.33847139999852516
APWC,200,12337,40.843054676909986,0.3020587000064552
AQN,200,14285,42.33164540204744,0.3374543999962043
ARAY,200,8427,24.599897711469076,0.34256240000831895
ARC,200,14001,41.696559476878186,0.33578309998847544
ARCB,200,14461,35.298634849385515,0.4096758999803569
ARCC,200,14800,54.84857716027333,0.26983380000456236
ARE,200,14946,55.34110537753293,0.27007050000247546
ARGO,200,14509,41.1875551066782,0.35226660000626
ARI,200,14655,41.3427493048911,0.3544757000054233
ARKR,200,13702,39.720397621699725,0.34496129999752156
ARL,200,8219,26.637618838182323,0.3085486000054516
ARLP,200,13861,41.71421623736963,0.332284800009802
ARNA,200,8838,26.538285185096846,0.33302829999593087
AROW,200,14246,46.09927815854183,0.3090286999940872
ARR,200,14545,30.322551054207917,0.4796760000172071
ARTNA,200,14264,52.907482011388566,0.2696026999910828
ARTW,200,10388,33.524244245205914,0.3098652999906335
ARW,200,9457,30.932623337855997,0.30572899998514913
ARWR,200,8796,28.865493561689966,0.30472369998460636
ASB,200,14730,34.575159778878046,0.42602839999017306
ASGN,200,9237,29.80449451931337,0.3099196999974083
ASH,200,14861,40.02551118011932,0.3712881999963429
ASM,200,8539,29.963716496299668,0.2849780000105966
ASMB,200,8810,30.362296989379995,0.29016249999403954
ASML,200,14900,38.43047862181205,0.38771309997537173
ASPS,200,10355,37.97410793205632,0.2726857999805361
ASR,200,14055,52.289405397944826,0.2687924999918323
ASRT,200,8949,32.21804440950584,0.2777635999955237
ASRV,200,13735,46.54051651165313,0.2951191999891307
ASTC,200,8294,27.811393551464956,0.29822309999144636
ASTE,200,14539,39.33775981330331,0.3695939999888651
ASUR,200,9119,24.213943025281765,0.3766011999978218
ASX,200,13942,51.17349989093385,0.2724457000149414
ASXC,200,8646,25.171258300489495,0.34348700000555255
ASYS,200,8367,29.54520094590226,0.2831931999826338
AT,200,11179,38.83799390303778,0.2878367000084836
ATAX,200,14024,41.40059414462105,0.3387390999996569
ATEC,200,8489,29.099123495253004,0.29172700000344776
ATGE,200,12401,44.18053847331539,0.2806892000080552
ATHE,200,9992,36.36531712502375,0.2747672999976203
ATHX,200,8407,27.477843190905816,0.30595559999346733
ATI,200,12358,41.36779511627644,0.29873479998786934
ATLC,200,8097,25.98190219484874,0.31163999999989755
ATLO,200,14138,45.36474532282027,0.31165170000167564
ATNI,200,14493,53.70536642138155,0.2698613000102341
ATO,200,14705,38.5124982961244,0.381824099982623
ATR,200,14605,39.238781081600216,0.3722082999884151
ATRC,200,9085,27.264858972691986,0.33321280000382103
ATRI,200,14569,39.264165446539764,0.37105079999309964
ATRO,200,13216,38.712187074989004,0.34139119999599643
ATRS,200,8465,30.26222134310571,0.27972170000430197
ATSG,200,8853,27.340216613787227,0.3238087000208907
ATVI,200,15101,35.95412842632409,0.4200074000109453
AU,200,14695,32.183065247185574,0.45660659999703057
AUB,200,14499,34.80600913181667,0.4165659999998752
AUBN,200,14058,30.74350604168792,0.45726729999296367
AUD,200,13708,38.996791328074536,0.3515160999959335
AUDC,200,14162,35.064827343572496,0.40388050000183284
AUMN,200,8943,26.246688348701113,0.34072869998635724
AUTO,200,8564,26.801202610816773,0.319537900009891
AUY,200,14675,35.17090423012101,0.4172483000147622
AVA,200,14564,38.0807849175499,0.3824501000053715
AVAV,200,9279,29.32145433530809,0.3164577000134159
AVB,200,15305,56.02139391537606,0.2731991999899037
AVD,200,14487,29.48540068641169,0.49132790000294335
AVDL,200,8553,25.09957072681985,0.3407628000131808
AVEO,200,8566,29.01713352305171,0.29520490000140853
AVGO,200,15113,42.540039792925114,0.35526530002243817
AVID,200,8519,28.487513345906883,0.2990433000086341
AVNT,200,14719,47.24692528995298,0.31153350000386126
AVNW,200,8631,29.673998585785583,0.29086069998447783
AVT,200,14796,38.56298412231474,0.38368400000035763
AVXL,200,8355,24.37108454720599,0.34282429999439046
AVY,200,14951,36.84949282870883,0.40573150001000613
AWH,200,8317,25.386675978489986,0.3276127999997698
AWI,200,14653,41.32978505651161,0.3545385000179522
AWK,200,14856,41.61387667159764,0.35699629998998716
AWR,200,14478,39.841393937938,0.3633908999909181
AWRE,200,9796,37.951296350632774,0.2581203000154346
AWX,200,8169,26.812194508608844,0.30467480001971126
AXAS,200,8415,30.279456170143245,0.27791120001347736
AXDX,200,8819,27.004227160381177,0.32657850001123734
AXGN,200,8427,28.271370263859815,0.2980754000018351
AXL,200,9287,29.429790287546535,0.31556459999410436
AXON,200,9261,31.738100523193562,0.2917944000218995
AXP,200,15031,36.53762991748983,0.4113841000071261
AXR,200,8089,24.037911492500776,0.33651009999448434
AXS,200,14730,36.01465231418872,0.40900020001572557
AXTI,200,8289,26.26282724875853,0.3156171999871731
AYI,200,15077,43.67165128626032,0.3452353999891784
AZN,200,14834,54.8185360110718,0.2706019000033848
AZO,200,10379,33.71413184003386,0.30785309997736476
AZPN,200,9621,25.408272729487543,0.3786561999877449
AZZ,200,14454,37.122562243402065,0.3893588999926578
B,200,14525,40.64485546725722,0.35736379999434575
BA,200,14745,50.13507058134114,0.29410549998283386
BAC,200,15206,40.91488326822079,0.3716495999833569
BAH,200,14693,40.749911526492966,0.36056520001147874
BAK,200,13776,47.907573436377035,0.28755370000726543
BAM,200,14728,34.14171873372103,0.43137839998234995
BANC,200,14501,41.19735695821628,0.35198860001401044
BANF,200,14346,45.18436581907872,0.317499199998565
BANR,200,14493,40.28552606361053,0.3597569999983534
BAP,200,14349,41.23628977375862,0.3479702000040561
BAX,200,14841,41.98629313206461,0.35347250002087094
BB,200,9085,31.185980349173935,0.29131679999409243
BBAR,200,13340,44.10296422223778,0.30247399999643676
BBBY,200,14318,47.724821303969904,0.30001160001847893
BBD,200,14858,34.1948480329428,0.4345099000202026
BBGI,200,13257,46.65726740514946,0.284135800000513
BBI,200,10259,35.52323449272541,0.2887969000148587
BBL,200,14775,39.05963950946386,0.37826769999810494
BBQ,200,8423,28.721737749315526,0.29326219999347813
BBSI,200,14447,36.608789963009855,0.3946319999813568
BBVA,200,13911,42.608885289834916,0.3264811999979429
BBW,200,8449,26.083512311809667,0.3239211000036448
BBY,200,14941,43.722662360569004,0.34172210001270287
BC,200,14750,43.231601802393754,0.34118560000206344
BCBP,200,14155,44.85295329372069,0.3155867999885231
BCDA,200,8097,28.95790178521814,0.2796127999899909
BCE,200,14805,42.43088108085279,0.34892040002159774
BCH,200,14473,36.52894969044598,0.3962063000071794
BCLI,200,10974,39.66317743767432,0.2766797999793198
BCML,200,8369,23.5935293568153,0.35471590000088327
BCO,200,14520,40.92295351961629,0.35481310001341626
BCOR,200,9105,33.28995827914908,0.2735058999969624
BCPC,200,14526,37.24186625630449,0.3900449000066146
BCRX,200,8687,30.9523062977511,0.28065760000026785
BCS,200,14649,39.03211856816513,0.37530629997490905
BDC,200,14567,37.78621102895808,0.38551100000040606
BDL,200,13365,47.57008177948472,0.2809539000154473
BDN,200,14827,42.34155329531455,0.350176099978853
BDR,200,8503,25.9854404529138,0.3272216999903321
BDSI,200,8475,27.215939453026596,0.3113983999937773
BDX,200,15177,41.14014892886361,0.3689097000169568
BECN,200,9421,31.536902627741416,0.29872940000495873
BEEM,200,8376,29.22613547611512,0.28659280002466403
BELFB,200,14348,40.06634906986433,0.3581059999996796
BEN,200,14957,43.09026051314952,0.34710859999177046
BEP,200,14421,39.10699060911784,0.3687575999938417
BF-B,200,14761,36.41429356647201,0.40536279999651015
BFC,200,13869,35.01160489877503,0.3961258000053931
BFIN,200,14103,45.483938070906575,0.3100655000016559
BFS,200,14426,39.5528602092581,0.3647270999790635
BG,200,14735,57.77685937928256,0.25503289999323897
BGCP,200,14443,52.663954525146984,0.27424830000381917
BGFV,200,14348,45.653194183104794,0.3142824999813456
BGI,200,8319,26.060103325435193,0.31922360000316985
BGS,200,14663,38.797995088297526,0.37793190000229515
BH,200,10956,39.29232218264961,0.2788330999901518
BHB,200,14243,39.67347584436635,0.3590056000102777
BHC,200,9721,35.2404094873876,0.2758480999909807
BHE,200,14540,32.332781258588476,0.44969840001431294
BHLB,200,14499,29.615071474820272,0.489581800007727
BHP,200,14520,35.245413180507086,0.41196850000415
BIDU,200,10407,42.43141335531319,0.2452663999865763
BIG,200,14761,48.39813358288893,0.3049911000125576
BIIB,200,10401,34.51184372318799,0.3013748000084888
BIMI,200,8465,31.12743457745319,0.2719465999980457
BIO,200,10127,32.904281261005444,0.3077714999963064
BIOC,200,11078,38.021352089265086,0.29136259999359027
BIOL,200,10247,33.800611028747234,0.30316020001191646
BIP,200,14536,40.91937987027519,0.3552350999962073
BJRI,200,14074,37.52022103621472,0.3751044000091497
BK,200,14929,43.00069934642404,0.34718040001462214
BKCC,200,14196,50.4537317288014,0.28136670001549646
BKD,200,9157,32.01753849343441,0.285999499988975
BKE,200,14645,41.47271904843804,0.3531237000133842
BKEP,200,13956,40.52429541476733,0.3443859999824781
BKH,200,14571,34.58373721734248,0.42132520000450313
BKNG,200,11019,35.35651716438921,0.31165399999008514
BKSC,200,14162,42.747219711182524,0.331296399992425
BKTI,200,13899,50.296899719374466,0.2763390999753028
BKU,200,14762,40.557463182715495,0.3639774000039324
BKYI,200,8612,31.82146869936309,0.27063490002183244
BLDP,200,8583,28.647270099831058,0.2996096999850124
BLDR,200,8967,28.082946635129765,0.3193040999758523
BLFS,200,8620,30.07013107984181,0.2866632000077516
BLIN,200,8708,28.958209459085637,0.30070920000434853
BLK,200,15264,44.82384966969336,0.3405330000096001
BLKB,200,14016,46.62398567110605,0.30061780000687577
BLL,200,14751,42.2976353056298,0.34874290000880137
BLU,200,13431,49.71741290265573,0.2701468000013847
BLX,200,14500,38.232417769852766,0.37925929998164065
BMA,200,13649,45.43823310093705,0.30038579998654313
BMI,200,14490,36.51274783736671,0.3968477000016719
BMRA,200,8017,28.76963086847777,0.27866189999622293
BMRC,200,14215,47.376716382693765,0.30004190001636744
BMRN,200,9571,27.974043266878674,0.34213860001182184
BMTC,200,14301,38.95850229039758,0.3670828999893274
BMY,200,15040,41.75650515650733,0.3601834000146482
BNS,200,14767,36.80289578069442,0.4012456000200473
BNSO,200,8079,23.695758081609817,0.34094709999044426
BOCH,200,13969,39.796156164360724,0.35101379998377524
BOH,200,14505,39.423109852615916,0.3679313999891747
BOKF,200,14520,55.24807221694389,0.2628145999915432
BOOM,200,13968,46.72085992361643,0.2989670999813825
BOSC,200,8281,29.840634938288193,0.2775074999954086
BOTJ,200,13842,41.12867642084281,0.3365535000048112
BP,200,14982,43.952136705086076,0.340870799991535
BPFH,200,14418,40.746896431320486,0.35384290001820773
BPOP,200,14728,41.3680557598895,0.3560235000040848
BPT,200,13853,43.74263680308622,0.31669330000295304
BPTH,200,8441,31.899041668150016,0.2646161000011489
BR,200,14916,41.35894467614002,0.36064749999786727
BRBS,200,13506,38.92047411065819,0.347015300008934
BRC,200,14571,47.01167274095731,0.30994430001010187
BRFS,200,12081,37.04241987320415,0.32613959998707287
BRID,200,9513,27.88770223470003,0.3411181000119541
BRK-A,200,11809,38.71252418465905,0.30504340000334196
BRKL,200,14313,37.350706775072524,0.3832055999955628
BRKR,200,14793,40.49971828368974,0.36526180000510067
BRKS,200,14537,40.02491197520729,0.3631988000124693
BRN,200,8157,23.156454395957084,0.35225600001285784
BRO,200,14751,40.89017560269679,0.36074679999728687
BRT,200,13991,44.93555629087942,0.3113569999986794
BSAC,200,14447,41.62162723029516,0.347103199979756
BSBR,200,14453,40.530062437519625,0.35659949999535456
BSET,200,14232,50.50177086199625,0.28181190000032075
BSQR,200,8175,27.86089659376852,0.2934219999879133
BSRR,200,14203,53.71409337647302,0.2644185000099242
BSX,200,9503,32.31269906210909,0.29409490001853555
BTG,200,14378,56.64595137849957,0.2538222000002861
BTI,200,14942,50.15600322955006,0.29791049999766983
BTN,200,8083,28.278740288484972,0.285833099973388
BTU,200,13654,46.92518707843052,0.29097380000166595
BTX,200,8269,23.51147538534225,0.35170060000382364
BUD,200,14656,39.30422721595972,0.3728860999981407
BUSE,200,14205,52.99190702957585,0.26805980000062846
BVN,200,14028,46.73115130235009,0.3001852000015788
BWA,200,14795,46.26760092041878,0.31977020000340417
BWEN,200,8392,26.085961824709095,0.3217055999848526
BWFG,200,13924,41.68412985242676,0.3340360000147484
BWL-A,200,13202,38.13038094644713,0.3462331000191625
BWXT,200,15331,34.29335029817496,0.4470545999938622
BX,200,14812,37.84546571154895,0.39138109999476
BXC,200,8488,28.153214785414573,0.3014930999779608
BXMT,200,14507,38.31169722951997,0.3786571999953594
BXP,200,15209,41.66389299956378,0.36504030000651255
BXS,200,14704,40.054230116071956,0.36710229999152943
BYD,200,14054,46.202237855863686,0.3041843999817502
BYFC,200,8007,22.970936471743038,0.3485709000087809
BZH,200,10111,32.386062621976876,0.31220220000250265
C,200,14950,42.22042734303621,0.3540940000093542
CAAS,200,10148,34.595340535887,0.29333430001861416
CAC,200,14372,54.179945882730244,0.26526419998845086
CACC,200,9937,32.086303987269865,0.30969600001117215
CACI,200,9631,31.480985725724672,0.30593070000759326
CAE,200,13891,52.216523967208566,0.2660269000043627
CAG,200,14799,55.59483353361062,0.2661938000237569
CAH,200,14839,38.99462763074555,0.3805395999806933
CAJ,200,14510,38.13581818218013,0.38048219998017885
CAKE,200,14293,48.49699357999339,0.294719299999997
CAL,200,14819,53.028120759010065,0.27945549998548813
CALM,200,13638,50.42581677515523,0.2704567000037059
CALX,200,8483,30.83507325015296,0.27510880000772886
CAMP,200,9007,32.94440380328814,0.2734000000054948
CAMT,200,13282,43.54699842770528,0.30500380002195016
CAPR,200,8251,25.558422569548416,0.3228290000115521
CAR,200,9495,24.717338555353198,0.3841433000052348
CARV,200,7974,25.617754447202245,0.3112684999941848
CASH,200,14405,36.24200248048049,0.3974670000025071
CASI,200,8237,29.494331731514496,0.27927400000044145
CASS,200,14340,35.05819317689163,0.40903420001268387
CASY,200,14794,55.03398797145257,0.26881569999386556
CAT,200,15125,36.18863454408826,0.41794889999437146
CATM,200,9303,32.42678006485351,0.2868925000075251
CATO,200,13952,41.457231182785556,0.3365396000153851
CATY,200,14541,40.35876306299464,0.36029350000899285
CB,200,16034,48.27777454875876,0.33211970000411384
CBAN,200,13757,45.40033279043723,0.30301539998617955
CBAT,200,8170,27.72074723323321,0.2947250999859534
CBB,200,8805,28.79250982628546,0.30580870000994764
CBD,200,14259,51.89718250244039,0.27475480001885444
CBFV,200,13951,47.55264586971881,0.29338009998900816
CBIO,200,10965,34.81362407960307,0.3149629000108689
CBLI,200,8184,21.190335508644445,0.3862137999967672
CBOE,200,14839,33.875136143454775,0.4380498999962583
CBPO,200,9389,25.004647257948694,0.37549020000733435
CBRE,200,9445,31.170773594305846,0.3030082000186667
CBRL,200,14640,35.23290175309007,0.41552070001489483
CBSH,200,14678,41.162938546420044,0.3565829000144731
CBT,200,14546,39.475394639027066,0.3684826999960933
CBU,200,14525,32.84001340336834,0.4422957999922801
CBZ,200,8715,25.34318717581459,0.3438793999957852
CCBG,200,14284,51.83392821874233,0.27557239998714067
CCEP,200,14638,39.629038844480334,0.3693755999847781
CCF,200,14237,39.98724856981632,0.35603850000188686
CCI,200,14987,52.35265575888605,0.2862701000121888
CCJ,200,14547,36.60955321382953,0.3973552999959793
CCK,200,14787,38.626276471788536,0.3828223000164144
CCL,200,14319,34.428535362505684,0.41590500000165775
CCM,200,10629,38.97088128283346,0.27274210000177845
CCMP,200,14729,40.54518672827369,0.36327370000071824
CCNE,200,14301,47.27914332455072,0.3024800999846775
CCO,200,12364,40.79624611163285,0.30306710000149906
CCOI,200,14553,41.61358810940269,0.34971750000840984
CCRN,200,8715,32.46719378951281,0.26842480001505464
CCU,200,15059,40.39706568064802,0.3727745999931358
CCZ,200,13823,44.63110965685814,0.3097166999941692
CDE,200,8887,28.290168571131964,0.3141373999824282
CDNS,200,9553,19.671229164381188,0.4856331000046339
CDOR,200,13204,41.77415507387583,0.3160805999941658
CDR,200,14043,47.05561462353879,0.2984340999973938
CDXC,200,8662,27.311239669485797,0.3171587999968324
CDXS,200,8555,26.89894611465646,0.318042200000491
CDZI,200,8589,30.003961402143563,0.28626220001024194
CE,200,14922,41.873644972784895,0.35635779998847283
CEA,200,13947,45.186182821588204,0.30865629998152144
CECE,200,12191,34.134413598277455,0.3571469000016805
CEI,200,10213,34.287160764464744,0.2978665999835357
CELH,200,8121,27.857714006609907,0.2915171000058763
CEMI,200,8159,25.0883658442283,0.3252104999846779
CENTA,200,8919,23.44787009362539,0.38037569998414256
CENX,200,8985,30.615760111787235,0.2934763000230305
CEQP,200,14471,32.1411715053564,0.4502325000066776
CERN,200,14874,39.50457008981098,0.3765133999986574
CERS,200,8475,29.686656031485747,0.28548180000507273
CEVA,200,9149,33.32038006120102,0.27457670000148937
CF,200,14995,42.32060873866373,0.35431910000625066
CFBK,200,13743,49.0750970780128,0.28004019998479635
CFFI,200,14181,53.461581813367445,0.26525590001256205
CFFN,200,14679,35.963238557081624,0.40816680001444183
CFR,200,14653,38.26660855225689,0.38291869999375194
CFX,200,9457,32.55463150435569,0.2904963000037242
CGA,200,9966,34.390254508231436,0.2897913999913726
CGEN,200,8371,28.447621679314206,0.2942600999958813
CGNX,200,14720,51.165527782434914,0.2876936999964528
CHCI,200,9798,32.24771298915356,0.30383550000260584
CHCO,200,14516,31.207580285216313,0.46514340001158416
CHD,200,14757,39.57313467734438,0.37290449999272823
CHDN,200,14649,41.01601217726994,0.3571531999914441
CHE,200,14845,42.70570947461073,0.34761160000925884
CHH,200,14087,49.54889994754899,0.2843050000083167
CHKP,200,9849,30.15833354811721,0.3265763999952469
CHMG,200,14135,46.5024927431025,0.30396220000693575
CHNR,200,8295,27.577975519027863,0.3007835000171326
CHRW,200,14826,38.8171986400565,0.3819441000232473
CHS,200,14051,38.97096246021622,0.3605504999868572
CHT,200,14162,48.47629310095597,0.2921427999972366
CHTR,200,10219,21.718205696777513,0.4705268999969121
CI,200,15107,31.870171717526663,0.47401689999969676
CIA,200,8257,22.026167309833358,0.37487230001715943
CIB,200,14578,28.833611389951827,0.5055905000190251
CIDM,200,8392,25.638221234496623,0.3273238000110723
CIEN,200,9553,28.599801270889856,0.33402330000535585
CIG,200,14430,41.0011089931704,0.35194169997703284
CIGI,200,15048,37.324983331811275,0.4031615999992937
CIM,200,14614,56.09149661361647,0.26053860000683926
CINF,200,14836,36.454506809617136,0.40697300000465475
CIR,200,12784,33.57023845006103,0.3808134999999311
